,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
19388,60,61,6,6,55,55,12,Train/12/00012_00034_00008.png
19389,61,61,6,5,56,55,12,Train/12/00012_00034_00009.png
19390,63,63,6,5,58,57,12,Train/12/00012_00034_00010.png
19391,65,65,6,6,60,60,12,Train/12/00012_00034_00011.png
19392,68,68,6,7,61,62,12,Train/12/00012_00034_00012.png
19393,70,72,6,7,64,65,12,Train/12/00012_00034_00013.png
19394,73,73,7,7,67,67,12,Train/12/00012_00034_00014.png
19395,76,76,7,7,70,70,12,Train/12/00012_00034_00015.png
19396,84,84,7,7,77,77,12,Train/12/00012_00034_00016.png
19397,87,87,8,8,80,80,12,Train/12/00012_00034_00017.png
19398,88,89,7,8,81,82,12,Train/12/00012_00034_00018.png
19399,94,93,8,9,86,85,12,Train/12/00012_00034_00019.png
19400,94,92,8,8,86,84,12,Train/12/00012_00034_00020.png
19401,100,96,8,8,92,88,12,Train/12/00012_00034_00021.png
19402,105,97,10,9,96,89,12,Train/12/00012_00034_00022.png
19403,107,96,10,8,98,88,12,Train/12/00012_00034_00023.png
19404,108,108,9,9,99,99,12,Train/12/00012_00034_00024.png
19405,110,111,9,10,101,102,12,Train/12/00012_00034_00025.png
19406,117,117,11,11,107,107,12,Train/12/00012_00034_00026.png
19407,123,124,11,10,113,114,12,Train/12/00012_00034_00027.png
19408,123,125,11,11,113,115,12,Train/12/00012_00034_00028.png
19409,129,132,12,11,118,121,12,Train/12/00012_00034_00029.png
19410,32,33,5,5,27,28,12,Train/12/00012_00035_00000.png
19411,34,34,6,5,29,29,12,Train/12/00012_00035_00001.png
19412,35,36,5,5,30,31,12,Train/12/00012_00035_00002.png
19413,35,37,5,6,30,32,12,Train/12/00012_00035_00003.png
19414,35,37,5,6,30,32,12,Train/12/00012_00035_00004.png
19415,35,37,5,6,30,32,12,Train/12/00012_00035_00005.png
19416,37,38,6,6,32,33,12,Train/12/00012_00035_00006.png
19417,39,40,5,6,34,35,12,Train/12/00012_00035_00007.png
19418,41,40,6,5,36,35,12,Train/12/00012_00035_00008.png
19419,41,40,6,5,36,35,12,Train/12/00012_00035_00009.png
19420,41,41,6,6,36,36,12,Train/12/00012_00035_00010.png
19421,39,39,5,5,34,34,12,Train/12/00012_00035_00011.png
19422,41,43,5,6,36,38,12,Train/12/00012_00035_00012.png
19423,43,43,6,5,38,38,12,Train/12/00012_00035_00013.png
19424,44,44,5,5,39,39,12,Train/12/00012_00035_00014.png
19425,46,45,6,5,41,40,12,Train/12/00012_00035_00015.png
19426,46,47,6,6,41,42,12,Train/12/00012_00035_00016.png
19427,47,48,6,6,42,43,12,Train/12/00012_00035_00017.png
19428,47,48,6,6,42,43,12,Train/12/00012_00035_00018.png
19429,48,48,6,5,43,43,12,Train/12/00012_00035_00019.png
19430,50,51,6,6,45,46,12,Train/12/00012_00035_00020.png
19431,49,51,5,6,44,46,12,Train/12/00012_00035_00021.png
19432,49,50,5,5,44,45,12,Train/12/00012_00035_00022.png
19433,53,53,6,5,48,48,12,Train/12/00012_00035_00023.png
19434,54,57,5,6,49,52,12,Train/12/00012_00035_00024.png
19435,56,57,5,5,51,52,12,Train/12/00012_00035_00025.png
19436,57,57,6,5,52,52,12,Train/12/00012_00035_00026.png
19437,61,60,6,5,56,55,12,Train/12/00012_00035_00027.png
19438,60,61,5,6,55,56,12,Train/12/00012_00035_00028.png
19439,62,64,5,6,57,59,12,Train/12/00012_00035_00029.png
19440,38,39,5,6,33,34,12,Train/12/00012_00036_00000.png
19441,39,38,6,5,34,33,12,Train/12/00012_00036_00001.png
19442,38,39,5,6,33,34,12,Train/12/00012_00036_00002.png
19443,39,38,6,5,34,33,12,Train/12/00012_00036_00003.png
19444,41,41,6,6,36,36,12,Train/12/00012_00036_00004.png
19445,40,41,5,6,35,36,12,Train/12/00012_00036_00005.png
19446,41,41,6,6,36,36,12,Train/12/00012_00036_00006.png
19447,42,42,5,5,37,37,12,Train/12/00012_00036_00007.png
19448,43,42,6,5,38,37,12,Train/12/00012_00036_00008.png
19449,45,44,6,5,40,39,12,Train/12/00012_00036_00009.png
19450,45,44,6,5,40,39,12,Train/12/00012_00036_00010.png
19451,48,48,6,6,43,43,12,Train/12/00012_00036_00011.png
19452,50,50,6,6,45,45,12,Train/12/00012_00036_00012.png
19453,50,49,6,5,45,44,12,Train/12/00012_00036_00013.png
19454,52,52,6,6,47,47,12,Train/12/00012_00036_00014.png
19455,52,52,6,6,47,47,12,Train/12/00012_00036_00015.png
19456,54,55,5,6,49,50,12,Train/12/00012_00036_00016.png
19457,59,59,6,6,54,54,12,Train/12/00012_00036_00017.png
19458,60,61,5,6,55,56,12,Train/12/00012_00036_00018.png
19459,64,64,5,5,59,59,12,Train/12/00012_00036_00019.png
19460,71,71,7,7,65,65,12,Train/12/00012_00036_00020.png
19461,70,70,6,6,64,64,12,Train/12/00012_00036_00021.png
19462,76,76,6,6,70,70,12,Train/12/00012_00036_00022.png
19463,82,82,8,8,75,75,12,Train/12/00012_00036_00023.png
19464,95,95,9,9,87,87,12,Train/12/00012_00036_00024.png
19465,100,99,9,8,92,91,12,Train/12/00012_00036_00025.png
19466,112,113,9,10,103,104,12,Train/12/00012_00036_00026.png
19467,129,129,12,12,118,118,12,Train/12/00012_00036_00027.png
19468,145,145,13,13,133,133,12,Train/12/00012_00036_00028.png
19469,176,175,16,15,161,160,12,Train/12/00012_00036_00029.png
19470,40,40,5,5,35,35,12,Train/12/00012_00037_00000.png
19471,40,40,5,5,35,35,12,Train/12/00012_00037_00001.png
19472,40,41,5,6,35,36,12,Train/12/00012_00037_00002.png
19473,43,43,6,6,38,38,12,Train/12/00012_00037_00003.png
19474,43,42,6,5,38,37,12,Train/12/00012_00037_00004.png
19475,45,45,5,5,40,40,12,Train/12/00012_00037_00005.png
19476,46,45,6,5,41,40,12,Train/12/00012_00037_00006.png
19477,47,48,5,6,42,43,12,Train/12/00012_00037_00007.png
19478,48,48,6,6,43,43,12,Train/12/00012_00037_00008.png
19479,50,51,5,6,45,46,12,Train/12/00012_00037_00009.png
19480,50,51,5,6,45,46,12,Train/12/00012_00037_00010.png
19481,54,53,6,5,49,48,12,Train/12/00012_00037_00011.png
19482,55,56,5,6,50,51,12,Train/12/00012_00037_00012.png
19483,55,56,5,6,50,51,12,Train/12/00012_00037_00013.png
19484,60,59,6,5,55,54,12,Train/12/00012_00037_00014.png
19485,60,61,5,6,55,56,12,Train/12/00012_00037_00015.png
19486,65,65,6,6,60,60,12,Train/12/00012_00037_00016.png
19487,64,64,5,5,59,59,12,Train/12/00012_00037_00017.png
19488,72,71,7,6,66,65,12,Train/12/00012_00037_00018.png
19489,72,72,7,7,66,66,12,Train/12/00012_00037_00019.png
19490,75,74,7,6,69,68,12,Train/12/00012_00037_00020.png
19491,80,80,8,8,73,73,12,Train/12/00012_00037_00021.png
19492,84,85,7,8,77,78,12,Train/12/00012_00037_00022.png
19493,91,91,8,8,83,83,12,Train/12/00012_00037_00023.png
19494,97,96,9,8,89,88,12,Train/12/00012_00037_00024.png
19495,106,107,9,10,97,98,12,Train/12/00012_00037_00025.png
19496,112,112,10,10,103,103,12,Train/12/00012_00037_00026.png
19497,122,121,11,10,112,111,12,Train/12/00012_00037_00027.png
19498,130,131,11,12,119,120,12,Train/12/00012_00037_00028.png
19499,152,153,13,13,139,140,12,Train/12/00012_00037_00029.png
19500,30,30,5,5,25,25,12,Train/12/00012_00038_00000.png
19501,31,31,5,5,26,26,12,Train/12/00012_00038_00001.png
19502,33,33,6,6,28,28,12,Train/12/00012_00038_00002.png
19503,35,35,6,6,30,30,12,Train/12/00012_00038_00003.png
19504,35,35,6,6,30,30,12,Train/12/00012_00038_00004.png
19505,34,35,5,6,29,30,12,Train/12/00012_00038_00005.png
19506,37,37,6,6,32,32,12,Train/12/00012_00038_00006.png
19507,36,36,5,5,31,31,12,Train/12/00012_00038_00007.png
19508,37,37,5,5,32,32,12,Train/12/00012_00038_00008.png
19509,40,40,6,6,35,35,12,Train/12/00012_00038_00009.png
19510,40,41,5,6,35,36,12,Train/12/00012_00038_00010.png
19511,39,39,6,6,34,34,12,Train/12/00012_00038_00011.png
19512,38,38,5,5,33,33,12,Train/12/00012_00038_00012.png
19513,43,43,6,6,38,38,12,Train/12/00012_00038_00013.png
19514,42,43,5,6,37,38,12,Train/12/00012_00038_00014.png
19515,45,45,6,6,40,40,12,Train/12/00012_00038_00015.png
19516,46,47,5,6,41,42,12,Train/12/00012_00038_00016.png
19517,48,48,5,5,43,43,12,Train/12/00012_00038_00017.png
19518,50,49,6,5,45,44,12,Train/12/00012_00038_00018.png
19519,52,52,5,5,47,47,12,Train/12/00012_00038_00019.png
19520,52,53,5,6,47,48,12,Train/12/00012_00038_00020.png
19521,57,57,6,6,52,52,12,Train/12/00012_00038_00021.png
19522,60,61,5,6,55,56,12,Train/12/00012_00038_00022.png
19523,67,67,6,6,61,61,12,Train/12/00012_00038_00023.png
19524,72,72,7,7,66,66,12,Train/12/00012_00038_00024.png
19525,82,82,7,7,75,75,12,Train/12/00012_00038_00025.png
19526,92,91,9,8,84,83,12,Train/12/00012_00038_00026.png
19527,105,105,10,10,96,96,12,Train/12/00012_00038_00027.png
19528,122,121,11,10,112,111,12,Train/12/00012_00038_00028.png
19529,143,144,12,13,131,132,12,Train/12/00012_00038_00029.png
19530,35,34,6,5,30,29,12,Train/12/00012_00039_00000.png
19531,35,34,6,5,30,29,12,Train/12/00012_00039_00001.png
19532,36,36,6,6,31,31,12,Train/12/00012_00039_00002.png
19533,37,38,5,6,32,33,12,Train/12/00012_00039_00003.png
19534,39,39,6,6,34,34,12,Train/12/00012_00039_00004.png
19535,40,41,5,6,35,36,12,Train/12/00012_00039_00005.png
19536,41,40,6,5,36,35,12,Train/12/00012_00039_00006.png
19537,44,45,5,6,39,40,12,Train/12/00012_00039_00007.png
19538,44,45,5,6,39,40,12,Train/12/00012_00039_00008.png
19539,44,44,5,5,39,39,12,Train/12/00012_00039_00009.png
19540,45,44,6,5,40,39,12,Train/12/00012_00039_00010.png
19541,44,45,5,6,39,40,12,Train/12/00012_00039_00011.png
19542,47,46,6,5,42,41,12,Train/12/00012_00039_00012.png
19543,47,46,6,5,42,41,12,Train/12/00012_00039_00013.png
19544,50,50,5,5,45,45,12,Train/12/00012_00039_00014.png
19545,50,51,5,6,45,46,12,Train/12/00012_00039_00015.png
19546,52,53,5,6,47,48,12,Train/12/00012_00039_00016.png
19547,54,54,5,5,49,49,12,Train/12/00012_00039_00017.png
19548,57,57,5,5,52,52,12,Train/12/00012_00039_00018.png
19549,60,60,6,6,55,55,12,Train/12/00012_00039_00019.png
19550,61,61,6,6,56,56,12,Train/12/00012_00039_00020.png
19551,70,69,7,6,64,63,12,Train/12/00012_00039_00021.png
19552,72,73,6,7,66,67,12,Train/12/00012_00039_00022.png
19553,75,74,7,6,69,68,12,Train/12/00012_00039_00023.png
19554,86,85,8,7,79,78,12,Train/12/00012_00039_00024.png
19555,87,87,7,7,80,80,12,Train/12/00012_00039_00025.png
19556,99,100,8,9,91,92,12,Train/12/00012_00039_00026.png
19557,111,111,9,9,102,102,12,Train/12/00012_00039_00027.png
19558,129,130,11,12,118,119,12,Train/12/00012_00039_00028.png
19559,144,144,12,12,132,132,12,Train/12/00012_00039_00029.png
19560,35,36,5,6,30,31,12,Train/12/00012_00040_00000.png
19561,36,35,6,5,31,30,12,Train/12/00012_00040_00001.png
19562,37,38,5,6,32,33,12,Train/12/00012_00040_00002.png
19563,39,38,6,5,34,33,12,Train/12/00012_00040_00003.png
19564,40,40,6,6,35,35,12,Train/12/00012_00040_00004.png
19565,40,40,5,5,35,35,12,Train/12/00012_00040_00005.png
19566,40,40,5,5,35,35,12,Train/12/00012_00040_00006.png
19567,42,42,5,5,37,37,12,Train/12/00012_00040_00007.png
19568,42,43,5,6,37,38,12,Train/12/00012_00040_00008.png
19569,42,42,5,5,37,37,12,Train/12/00012_00040_00009.png
19570,44,43,6,5,39,38,12,Train/12/00012_00040_00010.png
19571,44,44,5,5,39,39,12,Train/12/00012_00040_00011.png
19572,47,47,6,6,42,42,12,Train/12/00012_00040_00012.png
19573,48,47,6,5,43,42,12,Train/12/00012_00040_00013.png
19574,49,49,5,5,44,44,12,Train/12/00012_00040_00014.png
19575,51,51,5,5,46,46,12,Train/12/00012_00040_00015.png
19576,52,52,5,5,47,47,12,Train/12/00012_00040_00016.png
19577,55,55,6,6,50,50,12,Train/12/00012_00040_00017.png
19578,57,56,6,5,52,51,12,Train/12/00012_00040_00018.png
19579,60,61,5,6,55,56,12,Train/12/00012_00040_00019.png
19580,61,60,6,5,56,55,12,Train/12/00012_00040_00020.png
19581,71,71,7,7,65,65,12,Train/12/00012_00040_00021.png
19582,72,71,7,6,66,65,12,Train/12/00012_00040_00022.png
19583,74,75,6,7,68,69,12,Train/12/00012_00040_00023.png
19584,82,82,7,7,75,75,12,Train/12/00012_00040_00024.png
19585,88,89,7,8,81,82,12,Train/12/00012_00040_00025.png
19586,97,96,9,8,89,88,12,Train/12/00012_00040_00026.png
19587,107,106,10,9,98,97,12,Train/12/00012_00040_00027.png
19588,123,122,11,10,113,112,12,Train/12/00012_00040_00028.png
19589,137,137,12,12,126,126,12,Train/12/00012_00040_00029.png
19590,29,29,6,6,24,24,12,Train/12/00012_00041_00000.png
19591,28,29,5,6,23,24,12,Train/12/00012_00041_00001.png
19592,29,29,5,5,24,24,12,Train/12/00012_00041_00002.png
19593,29,29,5,5,24,24,12,Train/12/00012_00041_00003.png
19594,30,31,5,6,25,26,12,Train/12/00012_00041_00004.png
19595,30,30,5,5,25,25,12,Train/12/00012_00041_00005.png
19596,31,31,6,6,26,26,12,Train/12/00012_00041_00006.png
19597,31,31,5,5,26,26,12,Train/12/00012_00041_00007.png
19598,32,31,6,5,27,26,12,Train/12/00012_00041_00008.png
19599,32,31,6,5,27,26,12,Train/12/00012_00041_00009.png
19600,31,32,5,6,26,27,12,Train/12/00012_00041_00010.png
19601,32,32,6,6,27,27,12,Train/12/00012_00041_00011.png
19602,34,35,5,6,29,30,12,Train/12/00012_00041_00012.png
19603,34,35,5,6,29,30,12,Train/12/00012_00041_00013.png
19604,34,35,5,6,29,30,12,Train/12/00012_00041_00014.png
19605,34,34,5,5,29,29,12,Train/12/00012_00041_00015.png
19606,34,34,5,5,29,29,12,Train/12/00012_00041_00016.png
19607,38,39,5,6,33,34,12,Train/12/00012_00041_00017.png
19608,38,38,5,5,33,33,12,Train/12/00012_00041_00018.png
19609,41,41,6,6,36,36,12,Train/12/00012_00041_00019.png
19610,40,41,5,6,35,36,12,Train/12/00012_00041_00020.png
19611,43,43,5,5,38,38,12,Train/12/00012_00041_00021.png
19612,45,46,5,6,40,41,12,Train/12/00012_00041_00022.png
19613,48,49,5,6,43,44,12,Train/12/00012_00041_00023.png
19614,55,55,6,6,50,50,12,Train/12/00012_00041_00024.png
19615,58,58,5,5,53,53,12,Train/12/00012_00041_00025.png
19616,72,71,7,6,66,65,12,Train/12/00012_00041_00026.png
19617,77,76,7,6,71,70,12,Train/12/00012_00041_00027.png
19618,96,95,9,8,88,87,12,Train/12/00012_00041_00028.png
19619,129,129,12,12,118,118,12,Train/12/00012_00041_00029.png
19620,56,56,6,6,51,51,12,Train/12/00012_00042_00000.png
19621,57,58,5,6,52,53,12,Train/12/00012_00042_00001.png
19622,57,58,5,6,52,53,12,Train/12/00012_00042_00002.png
19623,57,58,5,6,52,53,12,Train/12/00012_00042_00003.png
19624,57,58,5,6,52,53,12,Train/12/00012_00042_00004.png
19625,60,59,6,5,55,54,12,Train/12/00012_00042_00005.png
19626,61,61,6,6,56,56,12,Train/12/00012_00042_00006.png
19627,61,62,5,6,56,57,12,Train/12/00012_00042_00007.png
19628,61,62,5,6,56,57,12,Train/12/00012_00042_00008.png
19629,64,64,6,6,59,59,12,Train/12/00012_00042_00009.png
19630,67,67,6,6,61,61,12,Train/12/00012_00042_00010.png
19631,70,71,6,7,64,65,12,Train/12/00012_00042_00011.png
19632,72,72,6,6,66,66,12,Train/12/00012_00042_00012.png
19633,73,73,7,7,67,67,12,Train/12/00012_00042_00013.png
19634,74,74,6,6,68,68,12,Train/12/00012_00042_00014.png
19635,76,77,6,7,70,71,12,Train/12/00012_00042_00015.png
19636,82,81,8,7,75,74,12,Train/12/00012_00042_00016.png
19637,82,81,8,7,75,74,12,Train/12/00012_00042_00017.png
19638,85,85,7,7,78,78,12,Train/12/00012_00042_00018.png
19639,88,88,7,7,81,81,12,Train/12/00012_00042_00019.png
19640,95,95,8,8,87,87,12,Train/12/00012_00042_00020.png
19641,95,95,8,8,87,87,12,Train/12/00012_00042_00021.png
19642,101,100,9,8,93,92,12,Train/12/00012_00042_00022.png
19643,104,104,9,9,95,95,12,Train/12/00012_00042_00023.png
19644,111,111,10,10,102,102,12,Train/12/00012_00042_00024.png
19645,112,112,10,10,103,103,12,Train/12/00012_00042_00025.png
19646,120,119,11,10,110,109,12,Train/12/00012_00042_00026.png
19647,128,129,11,12,117,118,12,Train/12/00012_00042_00027.png
19648,140,139,13,12,128,127,12,Train/12/00012_00042_00028.png
19649,143,143,13,13,131,131,12,Train/12/00012_00042_00029.png
19650,27,27,6,6,22,22,12,Train/12/00012_00043_00000.png
19651,27,27,5,5,22,22,12,Train/12/00012_00043_00001.png
19652,27,27,5,5,22,22,12,Train/12/00012_00043_00002.png
19653,27,27,5,5,22,22,12,Train/12/00012_00043_00003.png
19654,27,27,5,5,22,22,12,Train/12/00012_00043_00004.png
19655,27,28,5,6,22,23,12,Train/12/00012_00043_00005.png
19656,30,29,6,5,25,24,12,Train/12/00012_00043_00006.png
19657,31,30,6,5,26,25,12,Train/12/00012_00043_00007.png
19658,30,30,5,5,25,25,12,Train/12/00012_00043_00008.png
19659,30,31,5,6,25,26,12,Train/12/00012_00043_00009.png
19660,30,31,5,6,25,26,12,Train/12/00012_00043_00010.png
19661,32,31,6,5,27,26,12,Train/12/00012_00043_00011.png
19662,32,31,6,5,27,26,12,Train/12/00012_00043_00012.png
19663,33,33,6,6,28,28,12,Train/12/00012_00043_00013.png
19664,32,32,5,5,27,27,12,Train/12/00012_00043_00014.png
19665,32,33,5,6,27,28,12,Train/12/00012_00043_00015.png
19666,33,34,5,6,28,29,12,Train/12/00012_00043_00016.png
19667,36,35,6,5,31,30,12,Train/12/00012_00043_00017.png
19668,40,39,6,5,35,34,12,Train/12/00012_00043_00018.png
19669,42,41,6,5,37,36,12,Train/12/00012_00043_00019.png
19670,41,41,5,5,36,36,12,Train/12/00012_00043_00020.png
19671,45,44,6,5,40,39,12,Train/12/00012_00043_00021.png
19672,47,47,6,6,42,42,12,Train/12/00012_00043_00022.png
19673,50,51,5,6,45,46,12,Train/12/00012_00043_00023.png
19674,57,57,5,5,52,52,12,Train/12/00012_00043_00024.png
19675,63,63,5,5,58,58,12,Train/12/00012_00043_00025.png
19676,74,74,7,7,68,68,12,Train/12/00012_00043_00026.png
19677,85,86,7,8,78,79,12,Train/12/00012_00043_00027.png
19678,103,104,9,10,94,95,12,Train/12/00012_00043_00028.png
19679,131,132,11,12,120,121,12,Train/12/00012_00043_00029.png
19680,31,32,5,6,26,27,12,Train/12/00012_00044_00000.png
19681,33,33,6,6,28,28,12,Train/12/00012_00044_00001.png
19682,33,33,6,6,28,28,12,Train/12/00012_00044_00002.png
19683,33,32,6,5,28,27,12,Train/12/00012_00044_00003.png
19684,34,33,6,5,29,28,12,Train/12/00012_00044_00004.png
19685,34,34,6,6,29,29,12,Train/12/00012_00044_00005.png
19686,35,35,6,6,30,30,12,Train/12/00012_00044_00006.png
19687,35,36,5,6,30,31,12,Train/12/00012_00044_00007.png
19688,36,37,5,6,31,32,12,Train/12/00012_00044_00008.png
19689,38,37,6,5,33,32,12,Train/12/00012_00044_00009.png
19690,38,38,5,5,33,33,12,Train/12/00012_00044_00010.png
19691,39,38,6,5,34,33,12,Train/12/00012_00044_00011.png
19692,40,40,6,6,35,35,12,Train/12/00012_00044_00012.png
19693,42,41,6,5,37,36,12,Train/12/00012_00044_00013.png
19694,42,42,6,6,37,37,12,Train/12/00012_00044_00014.png
19695,45,45,6,6,40,40,12,Train/12/00012_00044_00015.png
19696,44,45,5,6,39,40,12,Train/12/00012_00044_00016.png
19697,47,47,6,6,42,42,12,Train/12/00012_00044_00017.png
19698,48,47,6,5,43,42,12,Train/12/00012_00044_00018.png
19699,52,52,6,6,47,47,12,Train/12/00012_00044_00019.png
19700,53,53,5,5,48,48,12,Train/12/00012_00044_00020.png
19701,56,57,5,6,51,52,12,Train/12/00012_00044_00021.png
19702,60,60,5,5,55,55,12,Train/12/00012_00044_00022.png
19703,68,68,6,6,62,62,12,Train/12/00012_00044_00023.png
19704,71,71,6,6,65,65,12,Train/12/00012_00044_00024.png
19705,83,84,7,8,76,77,12,Train/12/00012_00044_00025.png
19706,93,93,9,9,85,85,12,Train/12/00012_00044_00026.png
19707,107,108,9,10,98,99,12,Train/12/00012_00044_00027.png
19708,124,124,10,10,114,114,12,Train/12/00012_00044_00028.png
19709,152,152,14,14,139,139,12,Train/12/00012_00044_00029.png
19710,30,32,5,6,25,27,12,Train/12/00012_00045_00000.png
19711,32,34,5,6,27,29,12,Train/12/00012_00045_00001.png
19712,32,34,5,6,27,29,12,Train/12/00012_00045_00002.png
19713,37,37,6,6,32,32,12,Train/12/00012_00045_00003.png
19714,35,36,5,5,30,31,12,Train/12/00012_00045_00004.png
19715,38,41,5,6,33,36,12,Train/12/00012_00045_00005.png
19716,42,42,6,6,37,37,12,Train/12/00012_00045_00006.png
19717,45,44,6,5,40,39,12,Train/12/00012_00045_00007.png
19718,47,46,6,5,42,41,12,Train/12/00012_00045_00008.png
19719,48,48,5,5,43,43,12,Train/12/00012_00045_00009.png
19720,51,51,6,6,46,46,12,Train/12/00012_00045_00010.png
19721,54,54,6,6,49,49,12,Train/12/00012_00045_00011.png
19722,55,58,6,6,50,53,12,Train/12/00012_00045_00012.png
19723,59,58,6,5,54,53,12,Train/12/00012_00045_00013.png
19724,59,61,5,5,54,56,12,Train/12/00012_00045_00014.png
19725,62,62,6,5,57,57,12,Train/12/00012_00045_00015.png
19726,64,69,5,7,59,63,12,Train/12/00012_00045_00016.png
19727,68,70,7,6,62,64,12,Train/12/00012_00045_00017.png
19728,67,72,6,7,61,66,12,Train/12/00012_00045_00018.png
19729,72,73,7,7,66,67,12,Train/12/00012_00045_00019.png
19730,71,73,7,6,65,67,12,Train/12/00012_00045_00020.png
19731,71,73,6,6,65,67,12,Train/12/00012_00045_00021.png
19732,72,73,6,6,66,67,12,Train/12/00012_00045_00022.png
19733,72,73,7,6,66,67,12,Train/12/00012_00045_00023.png
19734,72,72,7,6,66,66,12,Train/12/00012_00045_00024.png
19735,71,72,7,6,65,66,12,Train/12/00012_00045_00025.png
19736,71,73,6,6,65,67,12,Train/12/00012_00045_00026.png
19737,72,75,6,7,66,69,12,Train/12/00012_00045_00027.png
19738,76,77,7,7,70,71,12,Train/12/00012_00045_00028.png
19739,80,80,7,8,73,73,12,Train/12/00012_00045_00029.png
19740,27,31,5,6,22,26,12,Train/12/00012_00046_00000.png
19741,28,30,5,5,23,25,12,Train/12/00012_00046_00001.png
19742,31,32,5,5,26,27,12,Train/12/00012_00046_00002.png
19743,32,31,6,5,27,26,12,Train/12/00012_00046_00003.png
19744,30,33,5,6,25,28,12,Train/12/00012_00046_00004.png
19745,30,35,5,6,25,30,12,Train/12/00012_00046_00005.png
19746,32,36,6,6,27,31,12,Train/12/00012_00046_00006.png
19747,32,36,5,5,27,31,12,Train/12/00012_00046_00007.png
19748,33,36,6,6,28,31,12,Train/12/00012_00046_00008.png
19749,34,35,6,5,29,30,12,Train/12/00012_00046_00009.png
19750,33,35,5,5,28,30,12,Train/12/00012_00046_00010.png
19751,34,36,6,6,29,31,12,Train/12/00012_00046_00011.png
19752,37,38,6,5,32,33,12,Train/12/00012_00046_00012.png
19753,37,38,6,5,32,33,12,Train/12/00012_00046_00013.png
19754,38,38,6,5,33,33,12,Train/12/00012_00046_00014.png
19755,39,41,6,6,34,36,12,Train/12/00012_00046_00015.png
19756,40,42,6,6,35,37,12,Train/12/00012_00046_00016.png
19757,40,41,5,5,35,36,12,Train/12/00012_00046_00017.png
19758,43,46,5,6,38,41,12,Train/12/00012_00046_00018.png
19759,44,45,5,6,39,40,12,Train/12/00012_00046_00019.png
19760,47,46,6,5,42,41,12,Train/12/00012_00046_00020.png
19761,48,48,5,5,43,43,12,Train/12/00012_00046_00021.png
19762,47,49,6,6,42,44,12,Train/12/00012_00046_00022.png
19763,49,52,5,6,44,47,12,Train/12/00012_00046_00023.png
19764,52,53,5,5,47,48,12,Train/12/00012_00046_00024.png
19765,55,54,6,6,50,49,12,Train/12/00012_00046_00025.png
19766,56,56,6,6,51,51,12,Train/12/00012_00046_00026.png
19767,60,59,5,6,55,54,12,Train/12/00012_00046_00027.png
19768,64,62,6,6,59,57,12,Train/12/00012_00046_00028.png
19769,69,65,7,6,63,60,12,Train/12/00012_00046_00029.png
19770,36,37,6,5,31,32,12,Train/12/00012_00047_00000.png
19771,37,38,5,5,32,33,12,Train/12/00012_00047_00001.png
19772,36,38,5,5,31,33,12,Train/12/00012_00047_00002.png
19773,39,42,6,6,34,37,12,Train/12/00012_00047_00003.png
19774,41,44,6,5,36,38,12,Train/12/00012_00047_00004.png
19775,41,43,6,5,36,38,12,Train/12/00012_00047_00005.png
19776,42,44,5,5,36,39,12,Train/12/00012_00047_00006.png
19777,42,46,5,6,37,41,12,Train/12/00012_00047_00007.png
19778,45,47,6,6,39,42,12,Train/12/00012_00047_00008.png
19779,45,48,6,6,40,43,12,Train/12/00012_00047_00009.png
19780,47,50,6,6,41,44,12,Train/12/00012_00047_00010.png
19781,49,50,6,5,43,45,12,Train/12/00012_00047_00011.png
19782,51,53,6,6,45,48,12,Train/12/00012_00047_00012.png
19783,50,55,5,6,45,50,12,Train/12/00012_00047_00013.png
19784,53,56,6,5,48,51,12,Train/12/00012_00047_00014.png
19785,56,58,6,5,51,53,12,Train/12/00012_00047_00015.png
19786,59,62,5,6,54,57,12,Train/12/00012_00047_00016.png
19787,62,64,6,6,57,59,12,Train/12/00012_00047_00017.png
19788,64,68,5,6,59,62,12,Train/12/00012_00047_00018.png
19789,70,71,6,6,63,65,12,Train/12/00012_00047_00019.png
19790,74,75,7,6,68,69,12,Train/12/00012_00047_00020.png
19791,82,83,8,7,75,76,12,Train/12/00012_00047_00021.png
19792,86,87,8,7,78,79,12,Train/12/00012_00047_00022.png
19793,93,96,8,9,84,87,12,Train/12/00012_00047_00023.png
19794,104,105,10,9,95,96,12,Train/12/00012_00047_00024.png
19795,112,115,10,10,103,105,12,Train/12/00012_00047_00025.png
19796,127,128,11,11,116,117,12,Train/12/00012_00047_00026.png
19797,141,141,13,13,129,129,12,Train/12/00012_00047_00027.png
19798,164,164,15,15,150,150,12,Train/12/00012_00047_00028.png
19799,191,187,16,16,175,171,12,Train/12/00012_00047_00029.png
19800,38,40,5,5,33,35,12,Train/12/00012_00048_00000.png
19801,38,40,5,5,33,35,12,Train/12/00012_00048_00001.png
19802,38,41,5,6,33,36,12,Train/12/00012_00048_00002.png
19803,39,41,6,6,34,36,12,Train/12/00012_00048_00003.png
19804,40,41,6,5,34,36,12,Train/12/00012_00048_00004.png
19805,41,42,6,5,35,37,12,Train/12/00012_00048_00005.png
19806,41,44,6,5,35,38,12,Train/12/00012_00048_00006.png
19807,42,45,6,5,37,40,12,Train/12/00012_00048_00007.png
19808,42,46,5,5,37,41,12,Train/12/00012_00048_00008.png
19809,42,48,5,6,37,43,12,Train/12/00012_00048_00009.png
